2006,48:26.1,Defense,DLA,Limited Competition with multiple offers,25-99 Offers,1079,380882483.6
1994,48:26.1,Defense,MilitaryHealth,No Competition (Other Exception),No competition,3,1530000
2005,48:26.1,Defense,Army,Competition with single offer,One Offer,50429,8965343709
2003,48:26.1,Defense,Air Force,Limited Competition with multiple offers,5-9 Offers,3699,1648362177
2005,48:26.1,Defense,Navy,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,4661,735389822.7
1999,48:26.1,Defense,MDA,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,12,4243760
2000,48:26.1,Defense,Navy,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,2425,400873025
2001,48:26.1,Defense,Air Force,No Competition (Only One Source Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),37,15537714
2006,48:26.1,Defense,Other DoD,Limited Competition with multiple offers,25-99 Offers,211,23431222.54
1994,48:26.1,Defense,DLA,No Competition (Unlabeled Exception),No competition,277,119925996
2002,48:26.1,Defense,Navy,No Competition (Follow on to competed action),No competition,237,74403324
2013,48:26.1,Defense,MDA,Full Competition (Multiple Offers),Two Offers,123,452266921.3
1997,48:26.1,Defense,Air Force,No Competition (Other Exception),No competition,5771,6176003237
2005,48:26.1,Defense,DLA,Limited Competition with multiple offers,5-9 Offers,14031,550894032
2002,48:26.1,Defense,Navy,Limited Competition with multiple offers,100+ Offers,11,3102171
2014,48:26.1,Defense,Army,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,185,17637107.78
2013,48:26.1,Defense,Air Force,Limited Competition with multiple offers,10-24 Offers,7556,754670794.5
1995,48:26.1,Defense,Other DoD,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,11,6753197
2004,48:26.1,Defense,Air Force,No Competition (Unlabeled Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),7,850151
1998,48:26.1,Defense,MilitaryHealth,Limited Competition with multiple offers,5-9 Offers,2,250400
1994,48:26.1,Defense,Air Force,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,361,1189998792
2001,48:26.1,Defense,Navy,No Competition (Follow on to competed action),No competition,1,1607555
2012,48:26.1,Defense,Navy,Limited Competition with multiple offers,10-24 Offers,6388,762337945.8
2012,48:26.1,Defense,MDA,Full Competition (Multiple Offers),100+ Offers,18,-2184438
2012,48:26.1,Defense,Army,Full Competition (Multiple Offers),25-99 Offers,2935,684510153
2004,48:26.1,Defense,Navy,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,618,199707749.6
1995,48:26.1,Defense,DLA,No Competition (Unlabeled Exception),No competition,480,149167187
2003,48:26.1,Defense,Air Force,No Competition (Unlabeled Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),19,61010223
2001,48:26.1,Defense,Navy,Limited Competition with multiple offers,100+ Offers,15,18237630
2010,48:26.1,Defense,Navy,Full Competition (Multiple Offers),100+ Offers,1078,310870175.2
1996,48:26.1,Defense,Air Force,No Competition (Other Exception),No competition,6517,4916762998
2014,48:26.1,Defense,MDA,Full Competition (Multiple Offers),100+ Offers,45,31926701.49
2006,48:26.1,Defense,Other DoD,Competition with single offer (Overrode blank Fair Opportunity),One Offer,5108,622772656.7
2014,48:26.1,Defense,Navy,Unlabeled: Blank Fair Opportunity,Unlabeled: Blank Fair Opportunity,1,15398.89
2006,48:26.1,Defense,DLA,Limited Competition with multiple offers (Overrode blank Fair Opportunity),25-99 Offers,53,1076153
2005,48:26.1,Defense,Navy,Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),48,4388384
1998,48:26.1,Defense,MDA,No Competition (Other Exception),No competition,31,5407847
2006,48:26.1,Defense,MilitaryHealth,Full Competition (Multiple Offers),5-9 Offers,60,112121421
2011,48:26.1,Defense,MilitaryHealth,No Competition (Only One Source Exception),No competition,54,977866.61
2012,48:26.1,Defense,Air Force,Limited Competition with multiple offers,10-24 Offers,7296,1019183360
2007,48:26.1,Defense,Other DoD,Limited Competition with multiple offers,Two Offers,1610,378282285.2
1998,48:26.1,Defense,MDA,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,10,2222678
2012,48:26.1,Defense,Air Force,Full Competition (Multiple Offers),Two Offers,8409,7350182102
1997,48:26.1,Defense,MilitaryHealth,Limited Competition with multiple offers,5-9 Offers,3,198788
2007,48:26.1,Defense,DLA,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,19,583444.19
2005,48:26.1,Defense,Navy,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,58,43342183.28
1992,48:26.1,Defense,Other DoD,Limited Competition with multiple offers,Two Offers,NULL,3586493356
2006,48:26.1,Defense,MDA,Competition with single offer (Overrode blank Fair Opportunity),One Offer,11,934062
2007,48:26.1,Defense,Army,No Competition (Unlabeled Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),95,5796717.2
2006,48:26.1,Defense,Other DoD,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,170,9383295.78
2000,48:26.1,Defense,MDA,Full Competition (Multiple Offers),3-4 Offers,26,28224678
2007,48:26.1,Defense,Army,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,1552,64880262.65
2006,48:26.1,Defense,Army,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,2423,263298696.7
2004,48:26.1,Defense,Army,Full Competition (Multiple Offers),3-4 Offers,32776,12476394727
2004,48:26.1,Defense,Navy,Full Competition (Multiple Offers),5-9 Offers,9970,2266062696
1999,48:26.1,Defense,Other DoD,Limited Competition with multiple offers,3-4 Offers,1948,624966020
2008,48:26.1,Defense,Navy,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,10645,582336682.5
2013,48:26.1,Defense,Air Force,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,133,10672190.92
2000,48:26.1,Defense,Army,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,9792,1462361893
2000,48:26.1,Defense,Air Force,Competition with single offer,One Offer,6176,3101804544
2004,48:26.1,Defense,Army,Competition with single offer (Overrode blank Fair Opportunity),One Offer,1455,325672698.2
2011,48:26.1,Defense,MDA,Full Competition (Multiple Offers),5-9 Offers,80,414570618.4
2007,48:26.1,Defense,DLA,Limited Competition with multiple offers,25-99 Offers,423,178663994.3
2005,48:26.1,Defense,MDA,Limited Competition with multiple offers,Two Offers,18,5658352
1995,48:26.1,Defense,Navy,Limited Competition with multiple offers,5-9 Offers,3,923028
2006,48:26.1,Defense,Other DoD,Limited Competition with multiple offers,5-9 Offers,1119,647995054.1
2007,48:26.1,Defense,MDA,No Competition (Follow on to competed action),No competition,40,18493009
2005,48:26.1,Defense,Navy,Limited Competition with multiple offers,25-99 Offers,383,124227722.1
2009,48:26.1,Defense,Navy,Limited Competition with multiple offers,Two Offers,20782,8173965148
2006,48:26.1,Defense,Army,No Competition (Unlabeled Exception),No competition,34072,1361964246
2013,48:26.1,Defense,Other DoD,No Competition (Other Exception),No competition,14150,931844013
2010,48:26.1,Defense,Other DoD,Limited Competition with multiple offers,10-24 Offers,2376,423181207.7
1999,48:26.1,Defense,Navy,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,9198,1685871302
1995,48:26.1,Defense,Navy,Limited Competition with multiple offers,Two Offers,49093,17162078408
2001,48:26.1,Defense,Other DoD,Limited Competition with multiple offers,Two Offers,356,172954581.4
2013,48:26.1,Defense,Army,Competition with single offer (Overrode blank Fair Opportunity),One Offer,359,44148191.33
2004,48:26.1,Defense,Air Force,Limited Competition with multiple offers,10-24 Offers,2346,758675094.2
2010,48:26.1,Defense,Air Force,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,1,0
2014,48:26.1,Defense,Other DoD,Competition with single offer,One Offer,9727,1657407165
2004,48:26.1,Defense,Other DoD,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,3828,853852221.5
2011,48:26.1,Defense,Navy,No Competition (Unlabeled Exception),No competition,441,5650004
2000,48:26.1,Defense,Other DoD,Competition with single offer (Overrode blank Fair Opportunity),One Offer,257,64050881
2002,48:26.1,Defense,Navy,No Competition (Other Exception),No competition,11329,4955767455
2004,48:26.1,Defense,Air Force,Full Competition (Multiple Offers),Two Offers,14637,7448846164
1997,48:26.1,Defense,Navy,No Competition (Unlabeled Exception),No competition,3521,668346786
1999,48:26.1,Defense,Other DoD,Limited Competition with multiple offers,5-9 Offers,1036,532151754
2009,48:26.1,Defense,Other DoD,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,10,-576752.03
2002,48:26.1,Defense,MDA,No Competition (Unlabeled Exception),No competition,16,3573879
2004,48:26.1,Defense,MilitaryHealth,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,3,-83806
2011,48:26.1,Defense,MDA,Full Competition (Multiple Offers),3-4 Offers,324,1032407296
2008,48:26.1,Defense,Army,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,149,9837303.26
2003,48:26.1,Defense,DLA,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,1482,505318481
2006,48:26.1,Defense,DLA,Limited Competition with multiple offers,10-24 Offers,6560,1036644028
2010,48:26.1,Defense,DLA,No Competition (Other Exception),No competition,11447,1160299333
2011,48:26.1,Defense,Air Force,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,3,-12091.56
2011,48:26.1,Defense,DLA,Competition with single offer,One Offer,61283,2963688551
1991,48:26.1,Defense,Other DoD,No Competition (Unlabeled Exception),No competition,NULL,181478000
1998,48:26.1,Defense,Air Force,Limited Competition with multiple offers,100+ Offers,238,45945617
2014,48:26.1,Defense,MDA,Competition with single offer (Overrode blank Fair Opportunity),One Offer,19,4636264.289
2010,48:26.1,Defense,Air Force,Limited Competition with multiple offers,5-9 Offers,13603,3168478263
2013,48:26.1,Defense,Air Force,Unlabeled: Blank Fair Opportunity,Unlabeled: Blank Fair Opportunity,1,72931.25
2003,48:26.1,Defense,MilitaryHealth,No Competition (Other Exception),No competition,5,0
2003,48:26.1,Defense,MDA,No Competition (Unlabeled Exception),No competition,15,9527579
2004,48:26.1,Defense,Army,Full Competition (Multiple Offers),25-99 Offers,1064,563907403
1999,48:26.1,Defense,Other DoD,Limited Competition with multiple offers,100+ Offers,187,68710513
2010,48:26.1,Defense,Army,Limited Competition with multiple offers,10-24 Offers,11416,2589415124
2005,48:26.1,Defense,Other DoD,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,829,334687974.6
2005,48:26.1,Defense,Navy,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,476,109120072
2008,48:26.1,Defense,MilitaryHealth,Limited Competition with multiple offers,Two Offers,7,114060.78
2003,48:26.1,Defense,Other DoD,No Competition (Unlabeled Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),16,2970556
2012,48:26.1,Defense,Navy,Competition with single offer (Overrode blank Fair Opportunity),One Offer,44,-192522.45
2012,48:26.1,Defense,Navy,No Competition (Unlabeled Exception),No competition,230,4412547.34
1999,48:26.1,Defense,MDA,Limited Competition with multiple offers,Two Offers,129,665030031
2009,48:26.1,Defense,Navy,Unlabeled: Competition; Unlabeled Offers,NULL,1339,60012090.43
2013,48:26.1,Defense,Air Force,Full Competition (Multiple Offers),10-24 Offers,1382,225943230.9
2004,48:26.1,Defense,MilitaryHealth,Full Competition (Multiple Offers),Two Offers,349,2137970018
2010,48:26.1,Defense,MDA,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,27,12971206.47
2014,48:26.1,Defense,MDA,Full Competition (Multiple Offers),5-9 Offers,67,21764366.33
2005,48:26.1,Defense,DLA,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,168,7868430
2005,48:26.1,Defense,Air Force,Competition with single offer,One Offer,15254,3976811504
2003,48:26.1,Defense,DLA,Full Competition (Multiple Offers),100+ Offers,62,66784568
2002,48:26.1,Defense,DLA,Limited Competition with multiple offers,Two Offers,5861,729751523
2013,48:26.1,Defense,Navy,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,136,14702678.39
2014,48:26.1,Defense,Army,Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),3,147200.4096
2001,48:26.1,Defense,Air Force,Limited Competition with multiple offers (Overrode blank Fair Opportunity),100+ Offers,10,4933430
2011,48:26.1,Defense,Army,Full Competition (Multiple Offers),10-24 Offers,24143,5380802586
2004,48:26.1,Defense,Army,No Competition (Only One Source Exception),No competition,23501,15879887100
2008,48:26.1,Defense,Air Force,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,5585,277945408.9
2010,48:26.1,Defense,Army,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,130,25290698.5
2001,48:26.1,Defense,DLA,No Competition (Only One Source Exception),No competition,4816,837613914
2013,48:26.1,Defense,Other DoD,Full Competition (Multiple Offers),25-99 Offers,449,146453505.4
1995,48:26.1,Defense,MilitaryHealth,Limited Competition with multiple offers,Two Offers,274,956732533
2012,48:26.1,Defense,MDA,No Competition (Follow on to competed action),No competition,19,4420506.97
2005,48:26.1,Defense,Other DoD,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,282,166913254.1
2007,48:26.1,Defense,Navy,Competition with single offer (Overrode blank Fair Opportunity),One Offer,11047,454993914.2
1988,48:26.1,Defense,Navy,No Competition (Other Exception),No competition,NULL,1910000
2014,48:26.1,Defense,Air Force,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,1279,177196424.6
2009,48:26.1,Defense,Air Force,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,31,5634266.54
2007,48:26.1,Defense,Other DoD,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,268,21493689.67
2003,48:26.1,Defense,MDA,Full Competition (Multiple Offers),10-24 Offers,3,51599
2001,48:26.1,Defense,Army,Full Competition (Multiple Offers),5-9 Offers,7491,2721581027
1999,48:26.1,Defense,Army,Competition with single offer,One Offer,7414,2118573937
2007,48:26.1,Defense,Navy,Competition with single offer,One Offer,52393,8722076123
2001,48:26.1,Defense,DLA,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,326,88452739
2009,48:26.1,Defense,MDA,No Competition (Unlabeled Exception),No competition,6,-242519.85
2013,48:26.1,Defense,Army,No Competition (Only One Source Exception),No competition,34878,20689126978
2013,48:26.1,Defense,Air Force,Full Competition (Multiple Offers),Two Offers,7469,7012753774
2004,48:26.1,Defense,Army,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,1942,282440199
2013,48:26.1,Defense,Air Force,Limited Competition with multiple offers,3-4 Offers,15536,1995719562
1998,48:26.1,Defense,Navy,Competition with single offer,One Offer,8113,1846290369
2007,48:26.1,Defense,DLA,Limited Competition with multiple offers,3-4 Offers,9477,490468946.4
1998,48:26.1,Defense,Navy,No Competition (Unlabeled Exception),No competition,3634,233482919
2009,48:26.1,Defense,Navy,Limited Competition with multiple offers,5-9 Offers,12744,2576713091
2013,48:26.1,Defense,Air Force,Limited Competition with multiple offers,25-99 Offers,1338,289669294.1
1994,48:26.1,Defense,Navy,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,45,12871254
2006,48:26.1,Defense,Air Force,No Competition (Follow on to competed action),No competition,216,158179833.1
2002,48:26.1,Defense,Navy,Limited Competition with multiple offers (Overrode blank Fair Opportunity),25-99 Offers,2,25816
2007,48:26.1,Defense,DLA,Limited Competition with multiple offers,100+ Offers,2,577444
2014,48:26.1,Defense,Army,No Competition (Other Exception),No competition,33626,8067892745
2000,48:26.1,Defense,Navy,Limited Competition with multiple offers,10-24 Offers,2008,300116981
2002,48:26.1,Defense,Army,Full Competition (Multiple Offers),25-99 Offers,451,165534221
2005,48:26.1,Defense,DLA,No Competition (Other Exception),No competition,8443,1191249793
2005,48:26.1,Defense,Navy,Full Competition (Multiple Offers),Two Offers,32169,5367530313
2009,48:26.1,Defense,DLA,No Competition (Unlabeled Exception),No competition,12,696258.03
2013,48:26.1,Defense,Navy,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,113,-589784.963
2010,48:26.1,Defense,DLA,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,46,6906979.91
2009,48:26.1,Defense,Air Force,Limited Competition with multiple offers,Two Offers,11628,2301924327
2010,48:26.1,Defense,Air Force,Full Competition (Multiple Offers),100+ Offers,112,20805646
2001,48:26.1,Defense,Other DoD,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,549,462937391
1999,48:26.1,Defense,Other DoD,No Competition (Other Exception),No competition,660,257485595
2002,48:26.1,Defense,DLA,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,246,37124116
2004,48:26.1,Defense,MDA,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,57,13045432.84
2006,48:26.1,Defense,Army,Full Competition (Multiple Offers),100+ Offers,967,138467007.8
2000,48:26.1,Defense,Navy,Limited Competition with multiple offers,3-4 Offers,2930,376936571
1999,48:26.1,Defense,Navy,Competition with single offer,One Offer,9902,2455298595
2003,48:26.1,Defense,MilitaryHealth,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,20,844183
2003,48:26.1,Defense,Navy,Limited Competition with multiple offers (Overrode blank Fair Opportunity),25-99 Offers,15,3335515
2011,48:26.1,Defense,Army,Unlabeled: Competition; Unlabeled Offers,NULL,93,37470931.7
2000,48:26.1,Defense,Air Force,Competition with single offer (Overrode blank Fair Opportunity),One Offer,331,95157316
2001,48:26.1,Defense,Army,Limited Competition with multiple offers,Two Offers,5676,1856095423
2001,48:26.1,Defense,DLA,Full Competition (Multiple Offers),25-99 Offers,134,489780987
2008,48:26.1,Defense,DLA,Limited Competition with multiple offers,3-4 Offers,7270,364612198.1
2000,48:26.1,Defense,Navy,No Competition (Only One Source Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),1,120329
2006,48:26.1,Defense,Other DoD,Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),40,8560875.94
2013,48:26.1,Defense,Army,Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),6,12387.74
2009,48:26.1,Defense,Other DoD,Limited Competition with multiple offers (Overrode blank Fair Opportunity),25-99 Offers,71,4456726.18
2004,48:26.1,Defense,Navy,Full Competition (Multiple Offers),Two Offers,20615,4566539276
2012,48:26.1,Defense,Other DoD,Full Competition (Multiple Offers),10-24 Offers,1483,635282139.6
2000,48:26.1,Defense,MDA,Competition with single offer (Overrode blank Fair Opportunity),One Offer,2,420171
2001,48:26.1,Defense,Army,No Competition (Follow on to competed action),No competition,2,253613
2009,48:26.1,Defense,Army,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,303,43236055.77
2002,48:26.1,Defense,DLA,No Competition (Only One Source Exception),No competition,5560,1360309782
2003,48:26.1,Defense,DLA,Competition with single offer (Overrode blank Fair Opportunity),One Offer,20,4484819
2011,48:26.1,Defense,MDA,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,14,3774704.31
2012,48:26.1,Defense,Air Force,Limited Competition with multiple offers,100+ Offers,197,23921783.19
2008,48:26.1,Defense,DLA,Limited Competition with multiple offers,100+ Offers,5,6421366.77
2001,48:26.1,Defense,DLA,Full Competition (Multiple Offers),10-24 Offers,1340,1911260352
2003,48:26.1,Defense,Air Force,No Competition (Other Exception),No competition,6888,8375742229
2013,48:26.1,Defense,MilitaryHealth,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,8,2974415.352
1992,48:26.1,Defense,Army,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,NULL,152429270
2013,48:26.1,Defense,Air Force,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,453,99690374.13
2010,48:26.1,Defense,DLA,Full Competition (Multiple Offers),Two Offers,61125,3407936554
2010,48:26.1,Defense,Air Force,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,4,-458.92
2001,48:26.1,Defense,DLA,Limited Competition with multiple offers,Two Offers,4007,545737874.4
2010,48:26.1,Defense,DLA,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,6,69835.05
2010,48:26.1,Defense,Army,Limited Competition with multiple offers,25-99 Offers,3318,453375117.5
2006,48:26.1,Defense,Navy,Competition with single offer,One Offer,38710,6455935729
2006,48:26.1,Defense,Other DoD,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,438,137947805.2
2000,48:26.1,Defense,Army,Competition with single offer,One Offer,7598,2845217089
2012,48:26.1,Defense,Army,Full Competition (Multiple Offers),10-24 Offers,21298,4148108942
2002,48:26.1,Defense,DLA,Competition with single offer (Overrode blank Fair Opportunity),One Offer,19,3455770
2012,48:26.1,Defense,Other DoD,No Competition (Unlabeled Exception),No competition,161,-957989.24
2014,48:26.1,Defense,MilitaryHealth,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,11,6510361.594
2002,48:26.1,Defense,Air Force,No Competition (Other Exception),No competition,5476,6167205336
2000,48:26.1,Defense,DLA,Full Competition (Multiple Offers),10-24 Offers,1156,644207146
2008,48:26.1,Defense,Navy,Full Competition (Multiple Offers),3-4 Offers,45119,6972130919
1990,48:26.1,Defense,Army,No Competition (Only One Source Exception),No competition,NULL,5258070000
2013,48:26.1,Defense,Army,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,422,68766289.49
2005,48:26.1,Defense,Air Force,Full Competition (Multiple Offers),5-9 Offers,4266,1826831097
1997,48:26.1,Defense,Air Force,Limited Competition with multiple offers,100+ Offers,290,60164348
1991,48:26.1,Defense,Air Force,Unlabeled: Competition; Unlabeled Offers,NULL,NULL,3437981000
2006,48:26.1,Defense,Air Force,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,33,-1419358.95
2007,48:26.1,Defense,Army,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,2391,334050491.7
2002,48:26.1,Defense,Other DoD,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,523,282351675
2002,48:26.1,Defense,Navy,No Competition (Unlabeled Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),47,4064058
1996,48:26.1,Defense,DLA,No Competition (Other Exception),No competition,906,379515426
2003,48:26.1,Defense,MilitaryHealth,Competition with single offer,One Offer,7,-2824823
2005,48:26.1,Defense,Army,Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),52,3290136
1998,48:26.1,Defense,Other DoD,No Competition (Other Exception),No competition,586,292569917
1999,48:26.1,Defense,Other DoD,No Competition (Only One Source Exception),No competition,1402,871227934
1999,48:26.1,Defense,Air Force,Limited Competition with multiple offers,10-24 Offers,2353,536767696
2014,48:26.1,Defense,Navy,Limited Competition with multiple offers,Two Offers,25477,8028102825
2009,48:26.1,Defense,Air Force,Full Competition (Multiple Offers),100+ Offers,167,60331210.94
2000,48:26.1,Defense,Other DoD,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,376,202122774
2005,48:26.1,Defense,MDA,Full Competition (Multiple Offers),5-9 Offers,18,5094122
2009,48:26.1,Defense,DLA,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,554,26537611.17
2012,48:26.1,Defense,MilitaryHealth,Limited Competition with multiple offers,5-9 Offers,48,21551647.92
1993,48:26.1,Defense,Navy,No Competition (Only One Source Exception),No competition,242,14338691511
2005,48:26.1,Defense,Air Force,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,493,197886449
2000,48:26.1,Defense,MDA,Full Competition (Multiple Offers),5-9 Offers,98,79570546
2006,48:26.1,Defense,MDA,Full Competition (Multiple Offers),3-4 Offers,159,2264653944
2013,48:26.1,Defense,MDA,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,7,1020770.082
2010,48:26.1,Defense,MilitaryHealth,Competition with single offer,One Offer,35,3138513.51
2011,48:26.1,Defense,MilitaryHealth,Full Competition (Multiple Offers),Two Offers,675,7723418243
1997,48:26.1,Defense,MDA,Limited Competition with multiple offers,3-4 Offers,74,111771173
1999,48:26.1,Defense,Air Force,Limited Competition with multiple offers,25-99 Offers,1901,980828074
2009,48:26.1,Defense,Other DoD,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,173,4908850.35
