"Fiscal.Year","Pricing.Mechanism","ProductOrServiceArea","SubCustomer","Query_Run","Action.Obligation","SumOfnumberOfActions","SubCustomer.sum","SubCustomer.detail","SubCustomer.component","Subcustomer.Obsolete","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","Pricing.Mechanism.Code","Pricing.Mechanism.detail","Pricing.Mechanism.sum","Pricing.Mechanism.hypothesis","Pricing.Mechanism.Incentive","Pricing.Mechanism.Correlation","IsCostBased","IsFixedPrice","IsIncentive","Deflator.2013","Deflator.2012","Deflator.2011","Deflator.2005","Deflator.2014","Obligation.2013","Obligation.2014","LogOfAction.Obligation"
2001-09-30,"Firm Fixed Price","Electronics & Communications","MDA","08:22.5",148754,2,"Other DoD","Other DoD","MDA",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.000197522549055836,0.00019676455026455,5.17246865275064
2001-09-30,"Cost Sharing","R&D","MDA","08:22.5",3e+05,2,"Other DoD","Other DoD","MDA",FALSE,"R&D","R&D","R&D","Other Services","T","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.000398354092775662,0.000396825396825397,5.47712125471966
2001-09-30,"Fixed Price Redetermination","R&D","MDA","08:22.5",12900000,1,"Other DoD","Other DoD","MDA",FALSE,"R&D","R&D","R&D","Other Services","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.0171292259893535,0.0170634920634921,7.11058971029925
2001-09-30,"Cost Plus Award Fee","FRS&C","MDA","08:22.5",108501875,100,"Other DoD","Other DoD","MDA",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.144073886600278,0.143520998677249,8.03543724320867
2001-09-30,"Not Reported","ICT","MDA","08:22.5",5993227,26,"Other DoD","Other DoD","MDA",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.00795808834794534,0.00792754894179894,6.77766072738452
2001-09-30,"Cost No Fee","R&D","MDA","08:22.5",1117694,5,"Other DoD","Other DoD","MDA",FALSE,"R&D","R&D","R&D","Other Services","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.00148412659790267,0.00147843121693122,6.04832291955976
2002-09-30,"Not Reported","PAMS","MDA","08:22.5",11301053.65,42,"Other DoD","Other DoD","MDA",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.765326633,0.780758715,0.798846053,0.9138,0.7686,0.0147663143587478,0.0147034265547749,7.05311893667354
2002-09-30,"Not Reported","Electronics & Communications","MDA","08:22.5",579489,6,"Other DoD","Other DoD","MDA",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.765326633,0.780758715,0.798846053,0.9138,0.7686,0.000757178667268463,0.000753953942232631,5.76304519649523
2002-09-30,"Cost Plus Award Fee","R&D","MDA","08:22.5",2087901101,60,"Other DoD","Other DoD","MDA",FALSE,"R&D","R&D","R&D","Other Services","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.765326633,0.780758715,0.798846053,0.9138,0.7686,2.72811765718337,2.71649896044757,9.31970992330187
2002-09-30,"Firm Fixed Price","FRS&C","MDA","08:22.5",2365248,12,"Other DoD","Other DoD","MDA",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.765326633,0.780758715,0.798846053,0.9138,0.7686,0.00309050789298744,0.00307734582357533,6.37387668392575
2002-09-30,"Time and Materials","R&D","MDA","08:22.5",1532518,9,"Other DoD","Other DoD","MDA",FALSE,"R&D","R&D","R&D","Other Services","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.765326633,0.780758715,0.798846053,0.9138,0.7686,0.00200243652046015,0.00199390840489201,6.18540558417236
2002-09-30,"Firm Fixed Price","ICT","MDA","08:22.5",255138,3,"Other DoD","Other DoD","MDA",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.765326633,0.780758715,0.798846053,0.9138,0.7686,0.00033337138549574,0.000331951600312256,5.40677514681546
2002-09-30,"Time and Materials","PAMS","MDA","08:22.5",582503,7,"Other DoD","Other DoD","MDA",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.765326633,0.780758715,0.798846053,0.9138,0.7686,0.000761116855056578,0.000757875357793391,5.76529816640207
2002-09-30,"Cost Plus Award Fee","FRS&C","MDA","08:22.5",105293093,205,"Other DoD","Other DoD","MDA",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.765326633,0.780758715,0.798846053,0.9138,0.7686,0.137579287666055,0.13699335545147,8.02239988333771
2002-09-30,"Not Reported","ICT","MDA","08:22.5",19265779,52,"Other DoD","Other DoD","MDA",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.765326633,0.780758715,0.798846053,0.9138,0.7686,0.0251732765714427,0.0250660668748374,7.28478657413602
2002-09-30,"Time and Materials","ICT","MDA","08:22.5",241125,1,"Other DoD","Other DoD","MDA",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.765326633,0.780758715,0.798846053,0.9138,0.7686,0.000315061556207466,0.00031371975019516,5.38224224065194
2002-09-30,"Cost No Fee","Missiles & Space","MDA","08:22.5",148268,1,"Other DoD","Other DoD","MDA",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.765326633,0.780758715,0.798846053,0.9138,0.7686,0.000193731661236987,0.000192906583398387,5.17104742936269
2002-09-30,"Cost No Fee","PAMS","MDA","08:22.5",342800,3,"Other DoD","Other DoD","MDA",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.765326633,0.780758715,0.798846053,0.9138,0.7686,0.000447913329053061,0.000446005724694249,5.53504081325116
2002-09-30,"Cost No Fee","R&D","MDA","08:22.5",3828187,8,"Other DoD","Other DoD","MDA",FALSE,"R&D","R&D","R&D","Other Services","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.765326633,0.780758715,0.798846053,0.9138,0.7686,0.00500203028998731,0.00498072729638303,6.58299314412166
2002-09-30,"Firm Fixed Price","PAMS","MDA","08:22.5",1843662,12,"Other DoD","Other DoD","MDA",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.765326633,0.780758715,0.798846053,0.9138,0.7686,0.00240898711805316,0.00239872755659641,6.2656813044672
2002-09-30,"Cost Plus Fixed Fee","R&D","MDA","08:22.5",212560473,169,"Other DoD","Other DoD","MDA",FALSE,"R&D","R&D","R&D","Other Services","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.765326633,0.780758715,0.798846053,0.9138,0.7686,0.277738241209228,0.276555390320062,8.3274825078167
2002-09-30,"Firm Fixed Price","R&D","MDA","08:22.5",27882855,79,"Other DoD","Other DoD","MDA",FALSE,"R&D","R&D","R&D","Other Services","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.765326633,0.780758715,0.798846053,0.9138,0.7686,0.0364326207892467,0.0362774590163934,7.44533724027478
2002-09-30,"Fixed Price Redetermination","R&D","MDA","08:22.5",3714603,1,"Other DoD","Other DoD","MDA",FALSE,"R&D","R&D","R&D","Other Services","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.765326633,0.780758715,0.798846053,0.9138,0.7686,0.00485361784084156,0.00483294691647151,6.56991240514304
2002-09-30,"Time and Materials","ERS","MDA","08:22.5",143615.2,1,"Other DoD","Other DoD","MDA",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.765326633,0.780758715,0.798846053,0.9138,0.7686,0.000187652165503562,0.000186852979443143,5.15720040736296
2002-09-30,"Firm Fixed Price","Other","MDA","08:22.5",63598,2,"Other DoD","Other DoD","MDA",FALSE,"Products","Products (All)","Other","Other Products","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.765326633,0.780758715,0.798846053,0.9138,0.7686,8.30991595715185e-05,8.27452511059069e-05,4.8034434583745
2002-09-30,"Cost Plus Award Fee","PAMS","MDA","08:22.5",5982298,46,"Other DoD","Other DoD","MDA",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.765326633,0.780758715,0.798846053,0.9138,0.7686,0.00781665989663788,0.00778336976320583,6.77686804302029
2002-09-30,"Firm Fixed Price","Electronics & Communications","MDA","08:22.5",176800,1,"Other DoD","Other DoD","MDA",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.765326633,0.780758715,0.798846053,0.9138,0.7686,0.0002310124754276,0.000230028623471246,5.24748226067705
2003-09-30,"Firm Fixed Price","Clothing & Subsistence","MDA","08:22.5",6038,1,"Other DoD","Other DoD","MDA",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,7.68753678507996e-06,7.64013665696571e-06,3.78089310868708
2003-09-30,"Firm Fixed Price","FRS&C","MDA","08:22.5",3714605,7,"Other DoD","Other DoD","MDA",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00472940751565782,0.00470024674174364,6.56991263897388
2003-09-30,"Time and Materials","PAMS","MDA","08:22.5",39940,4,"Other DoD","Other DoD","MDA",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,5.08513115594723e-05,5.05377704669113e-05,4.60140806053468
2003-09-30,"Cost Sharing","R&D","MDA","08:22.5",84975,1,"Other DoD","Other DoD","MDA",FALSE,"R&D","R&D","R&D","Other Services","T","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.000108189539303109,0.000107522459825383,4.9292911732551
2003-09-30,"Time and Materials","R&D","MDA","08:22.5",3241216,9,"Other DoD","Other DoD","MDA",FALSE,"R&D","R&D","R&D","Other Services","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00412669215442029,0.00410124762748323,6.51070797409987
2003-09-30,"Not Reported","Ground Vehicles","MDA","08:22.5",15725,2,"Other DoD","Other DoD","MDA",FALSE,"Products","Products (All)","Ground Vehicles","Ground Vehicles","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,2.00209532867477e-05,1.98975072757181e-05,4.19659065411731
2003-09-30,"Cost Plus Fixed Fee","Missiles & Space","MDA","08:22.5",1700000,3,"Other DoD","Other DoD","MDA",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0021644273823511,0.0021510818676452,6.23044892137827
2003-09-30,"Cost Plus Fixed Fee","PAMS","MDA","08:22.5",6643882,10,"Other DoD","Other DoD","MDA",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00845894125053505,0.00840678476527901,6.82242191047352
2003-09-30,"Cost Plus Fixed Fee","R&D","MDA","08:22.5",297259500,167,"Other DoD","Other DoD","MDA",FALSE,"R&D","R&D","R&D","Other Services","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.378468589096468,0.376135012020752,8.47313574295986
2003-09-30,"Not Reported","Electronics & Communications","MDA","08:22.5",412691,4,"Other DoD","Other DoD","MDA",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.000525435118146975,0.000522195368847273,5.61562499785014
2003-09-30,"Cost Plus Award Fee","R&D","MDA","08:22.5",2059123058,38,"Other DoD","Other DoD","MDA",FALSE,"R&D","R&D","R&D","Other Services","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,2.62166019433278,2.60549545489055,9.31368230184551
2003-09-30,"Fixed Price Redetermination","R&D","MDA","08:22.5",1655176,1,"Other DoD","Other DoD","MDA",FALSE,"R&D","R&D","R&D","Other Services","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00210735779824139,0.00209436416550677,6.21884418044699
2003-09-30,"Cost Plus Award Fee","FRS&C","MDA","08:22.5",132958839,274,"Other DoD","Other DoD","MDA",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.16928220697483,0.168238439832975,8.12371721418601
2003-09-30,"Firm Fixed Price","ICT","MDA","08:22.5",1253437,9,"Other DoD","Other DoD","MDA",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00159586668520707,0.00158602682525623,6.09810251042033
2003-09-30,"Not Reported","ICT","MDA","08:22.5",18862289,49,"Other DoD","Other DoD","MDA",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0240153263561294,0.0238672516765785,7.27559439464458
2003-09-30,"Combination (two or more)","PAMS","MDA","08:22.5",3987590,12,"Other DoD","Other DoD","MDA",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","2","Combination","Combination","Unlabeled","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00507696999152319,0.00504566620270783,6.60071049821252
2003-09-30,"Firm Fixed Price","R&D","MDA","08:22.5",90745922,203,"Other DoD","Other DoD","MDA",FALSE,"R&D","R&D","R&D","Other Services","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.115537034360881,0.114824651398203,7.95782711753525
2003-09-30,"Not Reported","PAMS","MDA","08:22.5",21127705,55,"Other DoD","Other DoD","MDA",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0268996371930801,0.0267337783120334,7.32485232431366
2003-09-30,"Firm Fixed Price","Electronics & Communications","MDA","08:22.5",216498,3,"Other DoD","Other DoD","MDA",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.000275643646720146,0.000273944071871441,5.33545388871259
2003-09-30,"Time and Materials","ERS","MDA","08:22.5",194646,1,"Other DoD","Other DoD","MDA",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.000247821842508889,0.000246293812476275,5.28924548333917
2003-09-30,"Cost Plus Award Fee","PAMS","MDA","08:22.5",-190078,9,"Other DoD","Other DoD","MDA",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,-0.000242005898813254,-0.000240513728963685,NA
2003-09-30,"Firm Fixed Price","PAMS","MDA","08:22.5",18926011.9,24,"Other DoD","Other DoD","MDA",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.0240964578794487,0.0239478829558396,7.27705910882404
2003-09-30,"Combination (two or more)","ICT","MDA","08:22.5",4063023,3,"Other DoD","Other DoD","MDA",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","2","Combination","Combination","Unlabeled","","Other",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,0.00517301072724842,0.00514111476654435,6.60884928079178
2003-09-30,"Firm Fixed Price","Other","MDA","08:22.5",9301,2,"Other DoD","Other DoD","MDA",FALSE,"Products","Products (All)","Other","Other Products","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.785427136,0.801264525,0.819826908,0.9378,0.7903,1.18419641666162e-05,1.17689485005694e-05,3.96852964437484
