"Fiscal.Year","Pricing.Mechanism","ProductOrServiceArea","SubCustomer","Query_Run","Action.Obligation","SumOfnumberOfActions","SubCustomer.sum","SubCustomer.detail","SubCustomer.component","Subcustomer.Obsolete","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","Pricing.Mechanism.Code","Pricing.Mechanism.detail","Pricing.Mechanism.sum","Pricing.Mechanism.hypothesis","Pricing.Mechanism.Incentive","Pricing.Mechanism.Correlation","IsCostBased","IsFixedPrice","IsIncentive","Deflator.2013","Deflator.2012","Deflator.2011","Deflator.2005","Deflator.2014","Obligation.2013","Obligation.2014","LogOfAction.Obligation"
2000-09-30,"Not Reported","ICT","Other DoD","08:22.5",208816524.3,645,"Other DoD","Other DoD","Additional DoD Components",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.284295245033327,0.283563992802825,8.31976486276104
2000-09-30,"Firm Fixed Price","Launchers & Munitions","Other DoD","08:22.5",7229084,16,"Other DoD","Other DoD","Additional DoD Components",FALSE,"Products","Products (All)","Launchers & Munitions","Other Platform/Weap.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00984210523585705,0.00981678978815861,6.85908327116065
2000-09-30,"Cost Plus Award Fee","Other","Other DoD","08:22.5",8585280,9,"Other DoD","Other DoD","Additional DoD Components",FALSE,"Products","Products (All)","Other","Other Products","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0116885111916391,0.0116584464964693,6.93375446379186
2000-09-30,"Cost Plus Fixed Fee","Other","Other DoD","08:22.5",69217654,33,"Other DoD","Other DoD","Additional DoD Components",FALSE,"Products","Products (All)","Other","Other Products","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.094237034020789,0.0939946414991852,7.8402168756267
2000-09-30,"Cost No Fee","PAMS","Other DoD","08:22.5",11989383,8,"Other DoD","Other DoD","Additional DoD Components",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0163230596295458,0.0162810741444867,7.07879683392536
2000-09-30,"Cost Plus Fixed Fee","Aircraft","Other DoD","08:22.5",11353433,10,"Other DoD","Other DoD","Additional DoD Components",FALSE,"Products","Products (All)","Aircraft","Aircraft","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0154572394475223,0.0154174809885932,7.055127201399
2000-09-30,"Fixed Price with Economic Price Adjustment","Electronics & Communications","Other DoD","08:22.5",1156998,7,"Other DoD","Other DoD","Additional DoD Components",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00157520594222949,0.00157115426398696,6.06333260822598
2000-09-30,"Firm Fixed Price","Engines & Power Plants","Other DoD","08:22.5",827816,9,"Other DoD","Other DoD","Additional DoD Components",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00112703797437217,0.00112413905486149,5.9179338161751
2000-09-30,"Cost Plus Award Fee","FRS&C","Other DoD","08:22.5",58308609,15,"Other DoD","Other DoD","Additional DoD Components",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0793848108466358,0.0791806205866377,7.76573268109126
2000-09-30,"Combination (two or more)","ICT","Other DoD","08:22.5",630815.84,9,"Other DoD","Other DoD","Additional DoD Components",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","2","Combination","Combination","Unlabeled","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000858830231012057,0.000856621184139055,5.79990259007573
2000-09-30,"Firm Fixed Price","ICT","Other DoD","08:22.5",842277688.1,2987,"Other DoD","Other DoD","Additional DoD Components",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,1.14672697731754,1.14377741458447,8.92545529640163
2000-09-30,"Not Reported","R&D","Other DoD","08:22.5",236496.78,4,"Other DoD","Other DoD","Additional DoD Components",FALSE,"R&D","R&D","R&D","Other Services","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000321980792684292,0.000321152607278653,5.3738252320178
2000-09-30,"Firm Fixed Price","Ships","Other DoD","08:22.5",11364305,20,"Other DoD","Other DoD","Additional DoD Components",FALSE,"Products","Products (All)","Ships","Other Platform/Weap.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0154720412354285,0.0154322447039652,7.05554288098538
2000-09-30,"Firm Fixed Price","Unlabeled","Other DoD","08:22.5",24236,2,"Other DoD","Other DoD","Additional DoD Components",FALSE,"Unlabeled","Unlabeled","Unlabeled","Unlabeled","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,3.29963329373723e-05,3.29114611624117e-05,4.38446094382449
2000-09-30,"Firm Fixed Price","Clothing & Subsistence","Other DoD","08:22.5",16501957,39,"Other DoD","Other DoD","Additional DoD Components",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0224667464635337,0.0224089584464965,7.21753545111709
2000-09-30,"Cost Sharing","Electronics & Communications","Other DoD","08:22.5",200263,1,"Other DoD","Other DoD","Additional DoD Components",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","T","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000272649967941781,0.000271948669201521,5.30160071774011
2000-09-30,"Cost Plus Fixed Fee","ERS","Other DoD","08:22.5",43660025,19,"Other DoD","Other DoD","Additional DoD Components",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0594413566988777,0.0592884641499185,7.64008398005289
2000-09-30,"Firm Fixed Price","ERS","Other DoD","08:22.5",20060994,143,"Other DoD","Other DoD","Additional DoD Components",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0273122312707802,0.027241979902227,7.30235244802737
2000-09-30,"Cost No Fee","FRS&C","Other DoD","08:22.5",190000,1,"Other DoD","Other DoD","Additional DoD Components",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00025867730888351,0.000258011950027159,5.27875360095283
2000-09-30,"Time and Materials","FRS&C","Other DoD","08:22.5",1298959,2,"Other DoD","Other DoD","Additional DoD Components",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00176848009721061,0.00176393128734383,6.11359544333264
2000-09-30,"Firm Fixed Price","Fuels","Other DoD","08:22.5",39777,1,"Other DoD","Other DoD","Additional DoD Components",FALSE,"Fuels","Products (All)","Fuels","Fuels","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,5.4154775344523e-05,5.40154807170016e-05,4.59963202532998
2000-09-30,"Time and Materials","ICT","Other DoD","08:22.5",515028462.6,639,"Other DoD","Other DoD","Additional DoD Components",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.701190403704102,0.699386831341662,8.71183123061119
2000-09-30,"Firm Fixed Price","Missiles & Space","Other DoD","08:22.5",6570499,2,"Other DoD","Other DoD","Additional DoD Components",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00894546841758838,0.00892245926127105,6.81759835353498
2000-09-30,"Firm Fixed Price","Other","Other DoD","08:22.5",165182954.5,1093,"Other DoD","Other DoD","Additional DoD Components",FALSE,"Products","Products (All)","Other","Other Products","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.224889906018354,0.224311453693645,8.2179652297366
2000-09-30,"Labor Hours","PAMS","Other DoD","08:22.5",13324173.77,9,"Other DoD","Other DoD","Additional DoD Components",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","Z","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0181403232311571,0.0180936634573601,7.12464028799843
2000-09-30,"Not Reported","PAMS","Other DoD","08:22.5",60176201.68,222,"Other DoD","Other DoD","Additional DoD Components",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.081927462681125,0.0817167323193916,7.77942477161482
2000-09-30,"Combination (two or more)","R&D","Other DoD","08:22.5",170000,1,"Other DoD","Other DoD","Additional DoD Components",FALSE,"R&D","R&D","R&D","Other Services","2","Combination","Combination","Unlabeled","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000231448118474719,0.000230852797392721,5.23044892137827
2000-09-30,"Time and Materials","Aircraft","Other DoD","08:22.5",93104,1,"Other DoD","Other DoD","Additional DoD Components",FALSE,"Products","Products (All)","Aircraft","Aircraft","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000126757327191002,0.000126431287343835,4.96896833984934
2000-09-30,"Firm Fixed Price","Electronics & Communications","Other DoD","08:22.5",229126728,990,"Other DoD","Other DoD","Additional DoD Components",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.311946765222758,0.311144388919066,8.36007575329176
2000-09-30,"Not Reported","Electronics & Communications","Other DoD","08:22.5",264375652,1155,"Other DoD","Other DoD","Additional DoD Components",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.359936748387807,0.359010934274851,8.42222145577218
2000-09-30,"Not Reported","ERS","Other DoD","08:22.5",4897019,48,"Other DoD","Other DoD","Additional DoD Components",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00666709313932325,0.0066499443237371,6.68993178904561
2000-09-30,"Fixed Price Incentive","FRS&C","Other DoD","08:22.5",77797451,31,"Other DoD","Other DoD","Additional DoD Components",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.105918080329878,0.10564564231396,7.890965367751
2000-09-30,"Not Reported","FRS&C","Other DoD","08:22.5",12409044,7,"Other DoD","Other DoD","Additional DoD Components",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.016894411093353,0.0168509560021727,7.09373832448686
2000-09-30,"Cost Plus Fixed Fee","ICT","Other DoD","08:22.5",83073927,206,"Other DoD","Other DoD","Additional DoD Components",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.113101788814448,0.112810873166757,7.91946474054974
2000-09-30,"Labor Hours","ICT","Other DoD","08:22.5",1036324,16,"Other DoD","Other DoD","Additional DoD Components",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","Z","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00141091317605997,0.00140728408473656,6.01549555600148
2000-09-30,"Not Reported","Other","Other DoD","08:22.5",29097671,301,"Other DoD","Other DoD","Additional DoD Components",FALSE,"Products","Products (All)","Other","Other Products","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0396153012055671,0.0395134043997827,7.46385822911214
2000-09-30,"Cost Plus Award Fee","R&D","Other DoD","08:22.5",212159138,105,"Other DoD","Other DoD","Additional DoD Components",FALSE,"R&D","R&D","R&D","Other Services","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.288846078278343,0.288103120586638,8.32666174219506
2000-09-30,"Not Reported","Clothing & Subsistence","Other DoD","08:22.5",660093,12,"Other DoD","Other DoD","Additional DoD Components",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000898689899225488,0.000896378326996198,5.81960512727137
2000-09-30,"Time and Materials","ERS","Other DoD","08:22.5",1303108,7,"Other DoD","Other DoD","Additional DoD Components",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00177412879276091,0.00176956545355785,6.11498041100063
2000-09-30,"Fixed Price Redetermination","FRS&C","Other DoD","08:22.5",25000,1,"Other DoD","Other DoD","Additional DoD Components",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,3.40364880109881e-05,3.39489407930473e-05,4.39794000867204
2000-09-30,"Cost No Fee","ICT","Other DoD","08:22.5",2906429,13,"Other DoD","Other DoD","Additional DoD Components",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00395698543253153,0.00394680744160782,6.46335971821453
2000-09-30,"Cost Sharing","Other","Other DoD","08:22.5",19388305,12,"Other DoD","Other DoD","Additional DoD Components",FALSE,"Products","Products (All)","Other","Other Products","T","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.0263963924274353,0.0263284967409017,7.28753984304861
2000-09-30,"Fixed Price Award Fee","PAMS","Other DoD","08:22.5",226723,2,"Other DoD","Other DoD","Additional DoD Components",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000308674186852611,0.000307880228136882,5.35549557952841
2000-09-30,"Cost Plus Incentive","R&D","Other DoD","08:22.5",180377,2,"Other DoD","Other DoD","Additional DoD Components",FALSE,"R&D","R&D","R&D","Other Services","V","Cost (Plus Incentive)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.00024557598391832,0.000244944323737099,5.25618115953688
2000-09-30,"Fixed Price Award Fee","R&D","Other DoD","08:22.5",51493,1,"Other DoD","Other DoD","Additional DoD Components",FALSE,"R&D","R&D","R&D","Other Services","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.734505863,0.749316473,0.766675409,0.877,0.7364,7.01056350859925e-05,6.99253123302553e-05,4.71174819471113
2000-09-30,"Fixed Price with Economic Price Adjustment","ICT","Other DoD","08:22.5",77627917,1386,"Other DoD","Other DoD","Additional DoD Components",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.105687266651539,0.105415422324823,7.89001793283941
2000-09-30,"Labor Hours","Other","Other DoD","08:22.5",346412,5,"Other DoD","Other DoD","Additional DoD Components",FALSE,"Products","Products (All)","Other","Other Products","Z","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000471625915394497,0.000470412819120043,5.53959292792821
